"ID","FAMILY_ID","TESTSET_QC_ID","TESTSET_NAME","TESTSET_DISPLAY_NAME","TESTSET_LOCATION","LAST_UPDATED_BY","LAST_UPDATED_DATE","CREATED_BY","CREATED_DATE"
7944,1530,"719745","Project Management Control","Project Management Control","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\Project Management Control","",15-JUL-14 10.29.20.527000000 AM,"",15-JUL-14 10.29.20.527000000 AM
7945,1530,"719746","Project Resource Management","Project Resource Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\Project Resource Management","",15-JUL-14 10.29.21.697000000 AM,"",15-JUL-14 10.29.21.697000000 AM
7840,1531,"719471","Collections & Sourcing","Supply Chain Planning\Collections & Sourcing","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Planning\Collections & Sourcing","",14-JUL-14 11.02.27.928000000 PM,"",14-JUL-14 11.02.27.928000000 PM
7841,1531,"719466","Intarstat Transactions","Supply Chain Localization\Pseudo KO\Intarstat Transactions","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Localization\Pseudo KO\Intarstat Transactions","",14-JUL-14 11.02.28.645000000 PM,"",14-JUL-14 11.02.28.645000000 PM
7842,1531,"719468","Intarstat Transactions","Supply Chain Localization\Intarstat Transactions","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Localization\Intarstat Transactions","",14-JUL-14 11.02.29.909000000 PM,"",14-JUL-14 11.02.29.909000000 PM
7832,1531,"719388","BAT-FPNJ_SerialTests","Distributed Order Orchestration\BAT-FPNJ_SerialTests","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Distributed Order Orchestration\BAT-FPNJ_SerialTests","",14-JUL-14 11.02.15.650000000 PM,"",14-JUL-14 11.02.15.650000000 PM
7833,1531,"719396","BAT-Holds_SerialTests","Distributed Order Orchestration\BAT-Holds_SerialTests","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Distributed Order Orchestration\BAT-Holds_SerialTests","",14-JUL-14 11.02.16.336000000 PM,"",14-JUL-14 11.02.16.336000000 PM
7843,1531,"719469","Intrastat Setups","Supply Chain Localization\Intrastat Setups","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Localization\Intrastat Setups","",14-JUL-14 11.02.30.533000000 PM,"",14-JUL-14 11.02.30.533000000 PM
7844,1531,"719467","Intrastat Setups","Supply Chain Localization\Pseudo KO\Intrastat Setups","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Localization\Pseudo KO\Intrastat Setups","",14-JUL-14 11.02.31.032000000 PM,"",14-JUL-14 11.02.31.032000000 PM
7845,1531,"719431","INV","Logistics\INV","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Logistics\INV","",14-JUL-14 11.02.31.547000000 PM,"",14-JUL-14 11.02.31.547000000 PM
7846,1531,"719404","INV","Logistics\Pseudo KO\INV","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Logistics\Pseudo KO\INV","",14-JUL-14 11.02.34.948000000 PM,"",14-JUL-14 11.02.34.948000000 PM
7847,1531,"719472","OP","Supply Chain Planning\OP","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Supply Chain Planning\OP","",14-JUL-14 11.02.38.068000000 PM,"",14-JUL-14 11.02.38.068000000 PM
7848,1531,"719463","Pseudo KO","SCM Common Components\Pseudo KO","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\SCM Common Components\Pseudo KO","",14-JUL-14 11.02.39.238000000 PM,"",14-JUL-14 11.02.39.238000000 PM
7849,1531,"719459","Pseudo KO","Product Lifecycle Management (PLM)\Pseudo KO","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Product Lifecycle Management (PLM)\Pseudo KO","",14-JUL-14 11.02.40.018000000 PM,"",14-JUL-14 11.02.40.018000000 PM
7857,1531,"719476","Simplified Chinese BATs","Visual Information Navigator\Simplified Chinese BATs","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\SCM\Visual Information Navigator\Simplified Chinese BATs","",14-JUL-14 11.03.05.197000000 PM,"",14-JUL-14 11.03.05.197000000 PM
7897,1530,"720571","Project Management","REL8GAPB2\Project Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\Project Management","",15-JUL-14 09.05.21.145000000 AM,"",15-JUL-14 09.05.21.145000000 AM
7895,1530,"720569","PRJ_Serial_Tests_PJS_Setup_OATS","REL8GAPB2\PRJ_Serial_Tests_PJS_Setup_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJS_Setup_OATS","",15-JUL-14 09.05.20.271000000 AM,"",15-JUL-14 09.05.20.271000000 AM
7896,1530,"720570","Project Collaboration","REL8GAPB2\Project Collaboration","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\Project Collaboration","",15-JUL-14 09.05.20.895000000 AM,"",15-JUL-14 09.05.20.895000000 AM
7898,1530,"720572","Project Management Control","REL8GAPB2\Project Management Control","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\Project Management Control","",15-JUL-14 09.05.22.175000000 AM,"",15-JUL-14 09.05.22.175000000 AM
7899,1530,"720573","Project Resource Management","REL8GAPB2\Project Resource Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\Project Resource Management","",15-JUL-14 09.05.23.360000000 AM,"",15-JUL-14 09.05.23.360000000 AM
7890,1530,"720564","PRJ_Serial_Tests_PJG","REL8GAPB2\PRJ_Serial_Tests_PJG","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJG","",15-JUL-14 09.05.14.749000000 AM,"",15-JUL-14 09.05.14.749000000 AM
7891,1530,"720565","PRJ_Serial_Tests_PJO1_OATS","REL8GAPB2\PRJ_Serial_Tests_PJO1_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJO1_OATS","",15-JUL-14 09.05.15.903000000 AM,"",15-JUL-14 09.05.15.903000000 AM
7877,1530,"720551","PRJ_Serial_Tests_CRBVT_PJB_OATS","REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJB_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJB_OATS","",15-JUL-14 09.05.06.949000000 AM,"",15-JUL-14 09.05.06.949000000 AM
7878,1530,"720552","PRJ_Serial_Tests_CRBVT_PJC_OATS","REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJC_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJC_OATS","",15-JUL-14 09.05.08.353000000 AM,"",15-JUL-14 09.05.08.353000000 AM
7879,1530,"720553","PRJ_Serial_Tests_CRBVT_PJF_OATS","REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJF_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJF_OATS","",15-JUL-14 09.05.08.711000000 AM,"",15-JUL-14 09.05.08.711000000 AM
7880,1530,"720554","PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","",15-JUL-14 09.05.09.242000000 AM,"",15-JUL-14 09.05.09.242000000 AM
7881,1530,"720555","PRJ_Serial_Tests_CRBVT_Tech_OATS","REL8GAPB2\PRJ_Serial_Tests_CRBVT_Tech_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_CRBVT_Tech_OATS","",15-JUL-14 09.05.09.960000000 AM,"",15-JUL-14 09.05.09.960000000 AM
7882,1530,"720556","PRJ_Serial_Tests_PJB_Amount_OATS","REL8GAPB2\PRJ_Serial_Tests_PJB_Amount_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJB_Amount_OATS","",15-JUL-14 09.05.10.396000000 AM,"",15-JUL-14 09.05.10.396000000 AM
7883,1530,"720557","PRJ_Serial_Tests_PJB_OATS","REL8GAPB2\PRJ_Serial_Tests_PJB_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJB_OATS","",15-JUL-14 09.05.10.662000000 AM,"",15-JUL-14 09.05.10.662000000 AM
7875,1530,"720540","PRJ_Serial_Tests_PJF_Tech_OATS","PRJ_Serial_Tests_PJF_Tech_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJF_Tech_OATS","",15-JUL-14 08.45.59.118000000 AM,"",15-JUL-14 08.45.59.118000000 AM
7876,1530,"720541","PRJ_Serial_Tests_PJG","PRJ_Serial_Tests_PJG","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJG","",15-JUL-14 08.45.59.617000000 AM,"",15-JUL-14 08.45.59.617000000 AM
7885,1530,"720559","PRJ_Serial_Tests_PJC_3rdParty_OATS","REL8GAPB2\PRJ_Serial_Tests_PJC_3rdParty_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJC_3rdParty_OATS","",15-JUL-14 09.05.11.192000000 AM,"",15-JUL-14 09.05.11.192000000 AM
7886,1530,"720560","PRJ_Serial_Tests_PJC_CapitalFlow_OATS","REL8GAPB2\PRJ_Serial_Tests_PJC_CapitalFlow_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJC_CapitalFlow_OATS","",15-JUL-14 09.05.11.972000000 AM,"",15-JUL-14 09.05.11.972000000 AM
7967,1527,"720740","HRMS(UK)","HRMS(UK)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(UK)","",15-JUL-14 12.48.30.391000000 PM,"",15-JUL-14 12.48.30.391000000 PM
7968,1527,"720741","HRMS(US)","HRMS(US)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(US)","",15-JUL-14 12.48.31.093000000 PM,"",15-JUL-14 12.48.31.093000000 PM
7969,1527,"720742","Performance Management","Performance Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Performance Management","",15-JUL-14 12.48.31.670000000 PM,"",15-JUL-14 12.48.31.670000000 PM
7820,1529,"692407","POS-Z","POS-Z","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\POS-Z","",14-JUL-14 09.09.13.657000000 PM,"",14-JUL-14 09.09.13.657000000 PM
7821,1529,"692408","Setup","Setup","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\Setup","",14-JUL-14 09.09.15.420000000 PM,"",14-JUL-14 09.09.15.420000000 PM
7893,1530,"720567","PRJ_Serial_Tests_PJO_Setup_OATS","REL8GAPB2\PRJ_Serial_Tests_PJO_Setup_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJO_Setup_OATS","",15-JUL-14 09.05.17.931000000 AM,"",15-JUL-14 09.05.17.931000000 AM
7894,1530,"720568","PRJ_Serial_Tests_PJS_OATS","REL8GAPB2\PRJ_Serial_Tests_PJS_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJS_OATS","",15-JUL-14 09.05.18.462000000 AM,"",15-JUL-14 09.05.18.462000000 AM
15415,2266,"1579835","CRM_07_1_Opty","05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_1_Opty","Root\Fusion 1.0.9\1.0.9 - L. Patch Testing\Quarterly RDBMS\CRM\05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_1_Opty","",05-MAY-15 10.44.27.830000000 PM,"",05-MAY-15 10.44.27.830000000 PM
7970,1527,"720743","Profile Management","Profile Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Profile Management","",15-JUL-14 12.48.32.419000000 PM,"",15-JUL-14 12.48.32.419000000 PM
7971,1527,"720744","Questionnaire","Questionnaire","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Questionnaire","",15-JUL-14 12.48.33.979000000 PM,"",15-JUL-14 12.48.33.979000000 PM
7972,1527,"720745","Social Connection","Social Connection","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Social Connection","",15-JUL-14 12.48.34.306000000 PM,"",15-JUL-14 12.48.34.306000000 PM
7973,1527,"720746","Succession Management","Succession Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Succession Management","",15-JUL-14 12.48.34.634000000 PM,"",15-JUL-14 12.48.34.634000000 PM
7974,1527,"720747","Talent Review","Talent Review","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Talent Review","",15-JUL-14 12.48.34.977000000 PM,"",15-JUL-14 12.48.34.977000000 PM
7975,1527,"720748","WFM-Time & Labor","WFM-Time & Labor","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\WFM-Time & Labor","",15-JUL-14 12.48.35.554000000 PM,"",15-JUL-14 12.48.35.554000000 PM
7954,1527,"720727","HRMS(AE)","HRMS(AE)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(AE)","",15-JUL-14 12.48.26.553000000 PM,"",15-JUL-14 12.48.26.553000000 PM
7955,1527,"720728","HRMS(AU)","HRMS(AU)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(AU)","",15-JUL-14 12.48.26.974000000 PM,"",15-JUL-14 12.48.26.974000000 PM
7956,1527,"720729","HRMS(CA)","HRMS(CA)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(CA)","",15-JUL-14 12.48.27.224000000 PM,"",15-JUL-14 12.48.27.224000000 PM
7957,1527,"720730","HRMS(CN)","HRMS(CN)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(CN)","",15-JUL-14 12.48.27.473000000 PM,"",15-JUL-14 12.48.27.473000000 PM
7958,1527,"720731","HRMS(DE)","HRMS(DE)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(DE)","",15-JUL-14 12.48.27.879000000 PM,"",15-JUL-14 12.48.27.879000000 PM
7959,1527,"720732","HRMS(FR)","HRMS(FR)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HRMS(FR)","",15-JUL-14 12.48.28.051000000 PM,"",15-JUL-14 12.48.28.051000000 PM
7951,1527,"720724","Global Payroll","Global Payroll","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Global Payroll","",15-JUL-14 12.48.24.135000000 PM,"",15-JUL-14 12.48.24.135000000 PM
7952,1527,"720725","Goal Management","Goal Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\Goal Management","",15-JUL-14 12.48.25.414000000 PM,"",15-JUL-14 12.48.25.414000000 PM
7953,1527,"720726","HCM Data Loader (FBL3)","HCM Data Loader (FBL3)","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\HCM\HCM Data Loader (FBL3)","",15-JUL-14 12.48.25.991000000 PM,"",15-JUL-14 12.48.25.991000000 PM
8006,1528,"809857","ic_serial_1","ic_serial_1","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\IC\ic_serial_1","",16-JUL-14 07.58.15.331000000 AM,"",16-JUL-14 07.58.15.331000000 AM
7816,1529,"692403","PO","PO","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\PO","",14-JUL-14 09.09.01.801000000 PM,"",14-JUL-14 09.09.01.801000000 PM
7817,1529,"692404","POC","POC","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\POC","",14-JUL-14 09.09.06.855000000 PM,"",14-JUL-14 09.09.06.855000000 PM
7818,1529,"692405","PON","PON","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\PON","",14-JUL-14 09.09.08.384000000 PM,"",14-JUL-14 09.09.08.384000000 PM
7819,1529,"692406","POR","POR","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\PRC\POR","",14-JUL-14 09.09.10.818000000 PM,"",14-JUL-14 09.09.10.818000000 PM
15416,2266,"1579836","CRM_07_2_Opty","05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_2_Opty","Root\Fusion 1.0.9\1.0.9 - L. Patch Testing\Quarterly RDBMS\CRM\05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_2_Opty","",05-MAY-15 10.44.39.452000000 PM,"",05-MAY-15 10.44.39.452000000 PM
15417,2266,"1579837","CRM_07_3_Opty","05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_3_Opty","Root\Fusion 1.0.9\1.0.9 - L. Patch Testing\Quarterly RDBMS\CRM\05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_07_3_Opty","",05-MAY-15 10.45.06.284000000 PM,"",05-MAY-15 10.45.06.284000000 PM
15418,2266,"1579838","CRM_08_1_PRM","05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_08_1_PRM","Root\Fusion 1.0.9\1.0.9 - L. Patch Testing\Quarterly RDBMS\CRM\05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_08_1_PRM","",05-MAY-15 10.45.13.273000000 PM,"",05-MAY-15 10.45.13.273000000 PM
7887,1530,"720561","PRJ_Serial_Tests_PJF01_02_OATS","REL8GAPB2\PRJ_Serial_Tests_PJF01_02_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJF01_02_OATS","",15-JUL-14 09.05.12.424000000 AM,"",15-JUL-14 09.05.12.424000000 AM
7888,1530,"720562","PRJ_Serial_Tests_PJF03_OATS","REL8GAPB2\PRJ_Serial_Tests_PJF03_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJF03_OATS","",15-JUL-14 09.05.13.844000000 AM,"",15-JUL-14 09.05.13.844000000 AM
7889,1530,"720563","PRJ_Serial_Tests_PJF_Tech_OATS","REL8GAPB2\PRJ_Serial_Tests_PJF_Tech_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\REL8GAPB2\PRJ_Serial_Tests_PJF_Tech_OATS","",15-JUL-14 09.05.14.203000000 AM,"",15-JUL-14 09.05.14.203000000 AM
7923,1530,"719716","PRJ_Serial_Tests_CRBVT_PJB_OATS","PRJ_Serial_Tests_CRBVT_PJB_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_PJB_OATS","",15-JUL-14 10.08.54.554000000 AM,"",15-JUL-14 10.08.54.554000000 AM
7924,1530,"719717","PRJ_Serial_Tests_CRBVT_PJC_OATS","PRJ_Serial_Tests_CRBVT_PJC_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_PJC_OATS","",15-JUL-14 10.08.56.332000000 AM,"",15-JUL-14 10.08.56.332000000 AM
7922,1530,"720596","Project Resource Management","Project Resource Management","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\Project Resource Management","",15-JUL-14 09.46.31.344000000 AM,"",15-JUL-14 09.46.31.344000000 AM
7925,1530,"719718","PRJ_Serial_Tests_CRBVT_PJF_OATS","PRJ_Serial_Tests_CRBVT_PJF_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_PJF_OATS","",15-JUL-14 10.08.56.722000000 AM,"",15-JUL-14 10.08.56.722000000 AM
7926,1530,"719719","PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_PJO_PJS_OATS","",15-JUL-14 10.08.57.642000000 AM,"",15-JUL-14 10.08.57.642000000 AM
7927,1530,"719720","PRJ_Serial_Tests_CRBVT_Tech_OATS","PRJ_Serial_Tests_CRBVT_Tech_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_Tech_OATS","",15-JUL-14 10.08.58.625000000 AM,"",15-JUL-14 10.08.58.625000000 AM
7928,1530,"719721","PRJ_Serial_Tests_PJB_Amount_OATS","PRJ_Serial_Tests_PJB_Amount_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJB_Amount_OATS","",15-JUL-14 10.08.59.047000000 AM,"",15-JUL-14 10.08.59.047000000 AM
7929,1530,"719723","PRJ_Serial_Tests_PJB_OATS","PRJ_Serial_Tests_PJB_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJB_OATS","",15-JUL-14 10.08.59.374000000 AM,"",15-JUL-14 10.08.59.374000000 AM
7930,1530,"719724","PRJ_Serial_Tests_PJB_Rate_OATS","PRJ_Serial_Tests_PJB_Rate_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJB_Rate_OATS","",15-JUL-14 10.08.59.811000000 AM,"",15-JUL-14 10.08.59.811000000 AM
7931,1530,"719725","PRJ_Serial_Tests_PJC_3rdParty_OATS","PRJ_Serial_Tests_PJC_3rdParty_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJC_3rdParty_OATS","",15-JUL-14 10.09.00.061000000 AM,"",15-JUL-14 10.09.00.061000000 AM
7932,1530,"719726","PRJ_Serial_Tests_PJC_CapitalFlow_OATS","PRJ_Serial_Tests_PJC_CapitalFlow_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJC_CapitalFlow_OATS","",15-JUL-14 10.09.01.184000000 AM,"",15-JUL-14 10.09.01.184000000 AM
7933,1530,"719727","PRJ_Serial_Tests_PJF01_02_OATS","PRJ_Serial_Tests_PJF01_02_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJF01_02_OATS","",15-JUL-14 10.09.01.777000000 AM,"",15-JUL-14 10.09.01.777000000 AM
7934,1530,"719728","PRJ_Serial_Tests_PJF03_OATS","PRJ_Serial_Tests_PJF03_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJF03_OATS","",15-JUL-14 10.09.03.695000000 AM,"",15-JUL-14 10.09.03.695000000 AM
7935,1530,"719729","PRJ_Serial_Tests_PJF_Tech_OATS","PRJ_Serial_Tests_PJF_Tech_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJF_Tech_OATS","",15-JUL-14 10.09.04.163000000 AM,"",15-JUL-14 10.09.04.163000000 AM
7936,1530,"719730","PRJ_Serial_Tests_PJG","PRJ_Serial_Tests_PJG","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJG","",15-JUL-14 10.09.04.865000000 AM,"",15-JUL-14 10.09.04.865000000 AM
7863,1530,"720356","PRJ_Serial_Tests_CRBVT_PJB_OATS","PRJ_Serial_Tests_CRBVT_PJB_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_CRBVT_PJB_OATS","",15-JUL-14 08.45.52.363000000 AM,"",15-JUL-14 08.45.52.363000000 AM
15419,2266,"1579839","CRM_09_1_Sales_SC_SPE","05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_09_1_Sales_SC_SPE","Root\Fusion 1.0.9\1.0.9 - L. Patch Testing\Quarterly RDBMS\CRM\05. Post patch_BP16_uptake_05/06/15\AUTOBAT\CRM_09_1_Sales_SC_SPE","",05-MAY-15 10.45.24.723000000 PM,"",05-MAY-15 10.45.24.723000000 PM
8503,1530,"1102142","PRJ_Serial_Tests_PJO_Setup_OATS","PRJ_Serial_Tests_PJO_Setup_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJO_Setup_OATS","",05-AUG-14 03.50.54.145000000 AM,"",05-AUG-14 03.50.54.145000000 AM
8504,1530,"1102143","PRJ_Serial_Tests_PJS_OATS","PRJ_Serial_Tests_PJS_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJS_OATS","",05-AUG-14 03.50.55.986000000 AM,"",05-AUG-14 03.50.55.986000000 AM
8505,1530,"1102144","PRJ_Serial_Tests_PJS_Setup_OATS","PRJ_Serial_Tests_PJS_Setup_OATS","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\PRJ_Serial_Tests_PJS_Setup_OATS","",05-AUG-14 03.51.03.349000000 AM,"",05-AUG-14 03.51.03.349000000 AM
8506,1530,"1102145","Project Collaboration","Project Collaboration","Root\Fusion 1.0.8\1.0.8 - L. Patch Testing\Quarterly RDBMS\Projects\Project Collaboration","",05-AUG-14 03.51.04.691000000 AM,"",05-AUG-14 03.51.04.691000000 AM
