"ID","FAMILY_ID","DR_DATE","DR_COMMENTS","LAST_UPDATED_BY","LAST_UPDATED_DATE","CREATED_BY","CREATED_DATE"
56655,1864,"17-10-2015","","",16-NOV-15 01.29.51.631953000 AM,"",16-NOV-15 01.29.51.631993000 AM
54461,1864,"13-09-2015","","",16-NOV-15 01.29.51.637291000 AM,"",16-NOV-15 01.29.51.637332000 AM
54764,1864,"17-09-2015","","",16-NOV-15 01.29.51.642824000 AM,"",16-NOV-15 01.29.51.642864000 AM
55068,1864,"21-09-2015","","",16-NOV-15 01.29.51.660554000 AM,"",16-NOV-15 01.29.51.660594000 AM
53938,1864,"07-09-2015","","",16-NOV-15 01.29.51.666118000 AM,"",16-NOV-15 01.29.51.666158000 AM
54387,1864,"12-09-2015","","",16-NOV-15 01.29.51.671726000 AM,"",16-NOV-15 01.29.51.671765000 AM
56388,1864,"13-10-2015","","",16-NOV-15 01.29.51.677457000 AM,"",16-NOV-15 01.29.51.677497000 AM
56729,1864,"18-10-2015","","",16-NOV-15 01.29.51.683841000 AM,"",16-NOV-15 01.29.51.683881000 AM
56029,1864,"06-10-2015","","",16-NOV-15 01.29.51.691410000 AM,"",16-NOV-15 01.29.51.691450000 AM
56080,1864,"08-10-2015","","",16-NOV-15 01.29.51.698053000 AM,"",16-NOV-15 01.29.51.698093000 AM
56151,1864,"09-10-2015","","",16-NOV-15 01.29.51.715732000 AM,"",16-NOV-15 01.29.51.715772000 AM
54841,1864,"18-09-2015","","",16-NOV-15 01.29.51.720707000 AM,"",16-NOV-15 01.29.51.720747000 AM
53864,1864,"06-09-2015","","",16-NOV-15 01.29.51.726127000 AM,"",16-NOV-15 01.29.51.726167000 AM
54295,1864,"11-09-2015","","",16-NOV-15 01.29.51.731447000 AM,"",16-NOV-15 01.29.51.731487000 AM
54202,1864,"10-09-2015","","",16-NOV-15 01.29.51.736701000 AM,"",16-NOV-15 01.29.51.736740000 AM
54108,1864,"09-09-2015","","",16-NOV-15 01.29.51.747286000 AM,"",16-NOV-15 01.29.51.747329000 AM
53790,1864,"05-09-2015","","",16-NOV-15 01.29.51.752852000 AM,"",16-NOV-15 01.29.51.752892000 AM
54012,1864,"08-09-2015","","",16-NOV-15 01.29.51.758052000 AM,"",16-NOV-15 01.29.51.758092000 AM
54686,1864,"16-09-2015","","",16-NOV-15 01.29.51.763008000 AM,"",16-NOV-15 01.29.51.763047000 AM
54917,1864,"19-09-2015","","",16-NOV-15 01.29.51.769781000 AM,"",16-NOV-15 01.29.51.769820000 AM
54610,1864,"15-09-2015","","",16-NOV-15 01.29.51.780592000 AM,"",16-NOV-15 01.29.51.780631000 AM
56210,1864,"10-10-2015","","",16-NOV-15 01.29.51.786011000 AM,"",16-NOV-15 01.29.51.786051000 AM
56328,1864,"12-10-2015","","",16-NOV-15 01.29.51.791268000 AM,"",16-NOV-15 01.29.51.791310000 AM
56803,1864,"19-10-2015","","",16-NOV-15 01.29.51.796584000 AM,"",16-NOV-15 01.29.51.796623000 AM
56889,1864,"20-10-2015","","",16-NOV-15 01.29.51.802770000 AM,"",16-NOV-15 01.29.51.802810000 AM
57053,1864,"22-10-2015","","",16-NOV-15 01.29.51.807969000 AM,"",16-NOV-15 01.29.51.808009000 AM
56974,1864,"21-10-2015","","",16-NOV-15 01.29.51.813394000 AM,"",16-NOV-15 01.29.51.813433000 AM
57311,1864,"25-10-2015","","",16-NOV-15 01.29.51.818741000 AM,"",16-NOV-15 01.29.51.818780000 AM
57132,1864,"23-10-2015","","",16-NOV-15 01.29.51.832318000 AM,"",16-NOV-15 01.29.51.832362000 AM
57223,1864,"24-10-2015","","",16-NOV-15 01.29.51.837796000 AM,"",16-NOV-15 01.29.51.837836000 AM
57399,1864,"26-10-2015","","",16-NOV-15 01.29.51.843780000 AM,"",16-NOV-15 01.29.51.843820000 AM
31355,1864,"03-01-2015","","",16-NOV-15 01.29.51.849000000 AM,"",16-NOV-15 01.29.51.849040000 AM
38623,1864,"20-03-2015","","",16-NOV-15 01.29.51.856550000 AM,"",16-NOV-15 01.29.51.856589000 AM
30675,1864,"28-12-2014","","",16-NOV-15 01.29.51.861934000 AM,"",16-NOV-15 01.29.51.861973000 AM
32275,1864,"12-01-2015","","",16-NOV-15 01.29.51.869245000 AM,"",16-NOV-15 01.29.51.869285000 AM
31467,1864,"04-01-2015","","",16-NOV-15 01.29.51.877945000 AM,"",16-NOV-15 01.29.51.877985000 AM
32372,1864,"13-01-2015","","",16-NOV-15 01.29.51.887359000 AM,"",16-NOV-15 01.29.51.887400000 AM
30899,1864,"30-12-2014","","",16-NOV-15 01.29.51.892465000 AM,"",16-NOV-15 01.29.51.892505000 AM
31579,1864,"05-01-2015","","",16-NOV-15 01.29.51.897715000 AM,"",16-NOV-15 01.29.51.897755000 AM
30327,1864,"25-12-2014","","",16-NOV-15 01.29.51.903100000 AM,"",16-NOV-15 01.29.51.903140000 AM
31235,1864,"02-01-2015","","",16-NOV-15 01.29.51.919828000 AM,"",16-NOV-15 01.29.51.919868000 AM
31011,1864,"31-12-2014","","",16-NOV-15 01.29.51.924965000 AM,"",16-NOV-15 01.29.51.925005000 AM
30439,1864,"26-12-2014","","",16-NOV-15 01.29.51.929994000 AM,"",16-NOV-15 01.29.51.930035000 AM
33460,1864,"27-01-2015","","",16-NOV-15 01.29.51.935547000 AM,"",16-NOV-15 01.29.51.935587000 AM
32186,1864,"11-01-2015","","",16-NOV-15 01.29.51.949258000 AM,"",16-NOV-15 01.29.51.949300000 AM
30103,1864,"23-12-2014","","",16-NOV-15 01.29.51.954728000 AM,"",16-NOV-15 01.29.51.954768000 AM
30563,1864,"27-12-2014","","",16-NOV-15 01.29.51.960055000 AM,"",16-NOV-15 01.29.51.960094000 AM
33359,1864,"26-01-2015","","",16-NOV-15 01.29.51.964928000 AM,"",16-NOV-15 01.29.51.964968000 AM
31123,1864,"01-01-2015","","",16-NOV-15 01.29.51.970861000 AM,"",16-NOV-15 01.29.51.970902000 AM
39273,1864,"27-03-2015","","",16-NOV-15 01.29.51.976153000 AM,"",16-NOV-15 01.29.51.976193000 AM
43778,1864,"11-05-2015","","",16-NOV-15 01.29.51.981389000 AM,"",16-NOV-15 01.29.51.981429000 AM
43968,1864,"13-05-2015","","",16-NOV-15 01.29.51.986964000 AM,"",16-NOV-15 01.29.51.987003000 AM
43873,1864,"12-05-2015","","",16-NOV-15 01.29.51.994479000 AM,"",16-NOV-15 01.29.51.994519000 AM
44083,1864,"14-05-2015","","",16-NOV-15 01.29.52.005100000 AM,"",16-NOV-15 01.29.52.005140000 AM
43683,1864,"10-05-2015","","",16-NOV-15 01.29.52.010030000 AM,"",16-NOV-15 01.29.52.010070000 AM
30787,1864,"29-12-2014","","",16-NOV-15 01.29.52.014985000 AM,"",16-NOV-15 01.29.52.015025000 AM
30215,1864,"24-12-2014","","",16-NOV-15 01.29.52.020194000 AM,"",16-NOV-15 01.29.52.020233000 AM
41265,1864,"17-04-2015","","",16-NOV-15 01.29.52.034478000 AM,"",16-NOV-15 01.29.52.034517000 AM
43466,1864,"08-05-2015","","",16-NOV-15 01.29.52.040192000 AM,"",16-NOV-15 01.29.52.040232000 AM
40976,1864,"14-04-2015","","",16-NOV-15 01.29.52.045207000 AM,"",16-NOV-15 01.29.52.045247000 AM
43101,1864,"05-05-2015","","",16-NOV-15 01.29.52.050619000 AM,"",16-NOV-15 01.29.52.050658000 AM
40204,1864,"06-04-2015","","",16-NOV-15 01.29.52.055960000 AM,"",16-NOV-15 01.29.52.056001000 AM
41361,1864,"18-04-2015","","",16-NOV-15 01.29.52.061857000 AM,"",16-NOV-15 01.29.52.061897000 AM
41553,1864,"20-04-2015","","",16-NOV-15 01.29.52.067024000 AM,"",16-NOV-15 01.29.52.067065000 AM
41073,1864,"15-04-2015","","",16-NOV-15 01.29.52.072336000 AM,"",16-NOV-15 01.29.52.072378000 AM
41457,1864,"19-04-2015","","",16-NOV-15 01.29.52.077428000 AM,"",16-NOV-15 01.29.52.077468000 AM
42243,1864,"28-04-2015","","",16-NOV-15 01.29.52.088478000 AM,"",16-NOV-15 01.29.52.088518000 AM
41946,1864,"24-04-2015","","",16-NOV-15 01.29.52.100150000 AM,"",16-NOV-15 01.29.52.100190000 AM
42359,1864,"29-04-2015","","",16-NOV-15 01.29.52.105122000 AM,"",16-NOV-15 01.29.52.105162000 AM
42045,1864,"26-04-2015","","",16-NOV-15 01.29.52.110421000 AM,"",16-NOV-15 01.29.52.110460000 AM
40691,1864,"11-04-2015","","",16-NOV-15 01.29.52.115411000 AM,"",16-NOV-15 01.29.52.115451000 AM
42473,1864,"30-04-2015","","",16-NOV-15 01.29.52.127383000 AM,"",16-NOV-15 01.29.52.127423000 AM
43222,1864,"06-05-2015","","",16-NOV-15 01.29.52.136242000 AM,"",16-NOV-15 01.29.52.136281000 AM
42597,1864,"01-05-2015","","",16-NOV-15 01.29.52.145643000 AM,"",16-NOV-15 01.29.52.145682000 AM
41649,1864,"21-04-2015","","",16-NOV-15 01.29.52.150448000 AM,"",16-NOV-15 01.29.52.150487000 AM
41747,1864,"22-04-2015","","",16-NOV-15 01.29.52.155395000 AM,"",16-NOV-15 01.29.52.155435000 AM
43342,1864,"07-05-2015","","",16-NOV-15 01.29.52.160306000 AM,"",16-NOV-15 01.29.52.160353000 AM
40786,1864,"12-04-2015","","",16-NOV-15 01.29.52.165914000 AM,"",16-NOV-15 01.29.52.165954000 AM
40113,1865,"05-04-2015","","",16-NOV-15 01.31.54.527627000 AM,"",16-NOV-15 01.31.54.527668000 AM
40502,1865,"09-04-2015","","",16-NOV-15 01.31.54.533117000 AM,"",16-NOV-15 01.31.54.533156000 AM
40882,1865,"13-04-2015","","",16-NOV-15 01.31.54.538478000 AM,"",16-NOV-15 01.31.54.538518000 AM
40597,1865,"10-04-2015","","",16-NOV-15 01.31.54.544157000 AM,"",16-NOV-15 01.31.54.544197000 AM
39837,1865,"02-04-2015","","",16-NOV-15 01.31.54.549391000 AM,"",16-NOV-15 01.31.54.549431000 AM
38705,1865,"23-03-2015","","",16-NOV-15 01.31.54.554951000 AM,"",16-NOV-15 01.31.54.554992000 AM
31692,1865,"06-01-2015","","",16-NOV-15 01.31.54.560105000 AM,"",16-NOV-15 01.31.54.560145000 AM
29344,1865,"16-12-2014","","",16-NOV-15 01.31.54.565687000 AM,"",16-NOV-15 01.31.54.565730000 AM
31809,1865,"07-01-2015","","",16-NOV-15 01.31.54.571409000 AM,"",16-NOV-15 01.31.54.571449000 AM
41170,1865,"16-04-2015","","",16-NOV-15 01.31.54.576709000 AM,"",16-NOV-15 01.31.54.576749000 AM
40407,1865,"08-04-2015","","",16-NOV-15 01.31.54.582228000 AM,"",16-NOV-15 01.31.54.582268000 AM
39928,1865,"03-04-2015","","",16-NOV-15 01.31.54.587331000 AM,"",16-NOV-15 01.31.54.587371000 AM
40021,1865,"04-04-2015","","",16-NOV-15 01.31.54.592972000 AM,"",16-NOV-15 01.31.54.593012000 AM
40312,1865,"07-04-2015","","",16-NOV-15 01.31.54.598848000 AM,"",16-NOV-15 01.31.54.598887000 AM
42965,1865,"04-05-2015","","",16-NOV-15 01.31.54.605043000 AM,"",16-NOV-15 01.31.54.605083000 AM
41847,1865,"23-04-2015","","",16-NOV-15 01.31.54.613283000 AM,"",16-NOV-15 01.31.54.613323000 AM
39746,1865,"01-04-2015","","",16-NOV-15 01.31.54.620114000 AM,"",16-NOV-15 01.31.54.620154000 AM
42145,1865,"27-04-2015","","",16-NOV-15 01.31.54.627012000 AM,"",16-NOV-15 01.31.54.627054000 AM
34059,1865,"01-02-2015","","",16-NOV-15 01.31.54.632679000 AM,"",16-NOV-15 01.31.54.632722000 AM
38257,1865,"16-03-2015","","",16-NOV-15 01.31.54.638002000 AM,"",16-NOV-15 01.31.54.638044000 AM
34667,1865,"07-02-2015","","",16-NOV-15 01.31.54.643207000 AM,"",16-NOV-15 01.31.54.643247000 AM
34267,1865,"03-02-2015","","",16-NOV-15 01.31.54.648366000 AM,"",16-NOV-15 01.31.54.648406000 AM
38912,1865,"22-03-2015","","",16-NOV-15 01.31.54.653674000 AM,"",16-NOV-15 01.31.54.653716000 AM
34975,1865,"10-02-2015","","",16-NOV-15 01.31.54.659088000 AM,"",16-NOV-15 01.31.54.659128000 AM
33827,1865,"30-01-2015","","",16-NOV-15 01.31.54.664613000 AM,"",16-NOV-15 01.31.54.664653000 AM
39099,1865,"25-03-2015","","",16-NOV-15 01.31.54.670404000 AM,"",16-NOV-15 01.31.54.670444000 AM
33950,1865,"31-01-2015","","",16-NOV-15 01.31.54.677218000 AM,"",16-NOV-15 01.31.54.677258000 AM
37512,1865,"08-03-2015","","",16-NOV-15 01.31.54.682646000 AM,"",16-NOV-15 01.31.54.682686000 AM
31923,1865,"08-01-2015","","",16-NOV-15 01.31.54.687696000 AM,"",16-NOV-15 01.31.54.687739000 AM
54983,2296,"20-09-2015","","",19-SEP-15 04.30.09.685000000 PM,"",19-SEP-15 04.30.09.685000000 PM
54984,2298,"20-09-2015","","",19-SEP-15 04.30.34.785000000 PM,"",19-SEP-15 04.30.34.785000000 PM
54985,2300,"20-09-2015","","",19-SEP-15 04.30.56.454000000 PM,"",19-SEP-15 04.30.56.454000000 PM
54986,2304,"20-09-2015","","",19-SEP-15 04.31.17.295000000 PM,"",19-SEP-15 04.31.17.295000000 PM
54997,2709,"20-09-2015","","",19-SEP-15 04.35.24.633000000 PM,"",19-SEP-15 04.35.24.633000000 PM
54998,2710,"20-09-2015","","",19-SEP-15 04.35.33.244000000 PM,"",19-SEP-15 04.35.33.244000000 PM
54999,2711,"20-09-2015","","",19-SEP-15 04.35.58.298000000 PM,"",19-SEP-15 04.35.58.298000000 PM
55000,2712,"20-09-2015","","",19-SEP-15 04.37.08.170000000 PM,"",19-SEP-15 04.37.08.170000000 PM
55001,2713,"20-09-2015","","",19-SEP-15 04.37.14.114000000 PM,"",19-SEP-15 04.37.14.114000000 PM
55002,2714,"20-09-2015","","",19-SEP-15 04.37.45.517000000 PM,"",19-SEP-15 04.37.45.517000000 PM
55003,2715,"20-09-2015","","",19-SEP-15 04.37.50.337000000 PM,"",19-SEP-15 04.37.50.337000000 PM
55004,2716,"20-09-2015","","",19-SEP-15 04.38.15.718000000 PM,"",19-SEP-15 04.38.15.718000000 PM
55005,2717,"20-09-2015","","",19-SEP-15 04.38.24.283000000 PM,"",19-SEP-15 04.38.24.283000000 PM
55006,2718,"20-09-2015","","",19-SEP-15 04.38.46.996000000 PM,"",19-SEP-15 04.38.46.996000000 PM
55007,2719,"20-09-2015","","",19-SEP-15 04.39.06.028000000 PM,"",19-SEP-15 04.39.06.028000000 PM
55008,2720,"20-09-2015","","",19-SEP-15 04.39.42.049000000 PM,"",19-SEP-15 04.39.42.049000000 PM
55010,2127,"20-09-2015","","",19-SEP-15 04.40.11.923000000 PM,"",19-SEP-15 04.40.11.923000000 PM
55011,2138,"20-09-2015","","",19-SEP-15 04.40.35.448000000 PM,"",19-SEP-15 04.40.35.448000000 PM
55013,3042,"20-09-2015","","",19-SEP-15 04.41.30.562000000 PM,"",19-SEP-15 04.41.30.562000000 PM
55014,3043,"20-09-2015","","",19-SEP-15 04.41.34.540000000 PM,"",19-SEP-15 04.41.34.540000000 PM
55015,3044,"20-09-2015","","",19-SEP-15 04.42.02.605000000 PM,"",19-SEP-15 04.42.02.605000000 PM
55016,3045,"20-09-2015","","",19-SEP-15 04.42.12.152000000 PM,"",19-SEP-15 04.42.12.152000000 PM
55017,3046,"20-09-2015","","",19-SEP-15 04.42.41.004000000 PM,"",19-SEP-15 04.42.41.004000000 PM
55018,3047,"20-09-2015","","",19-SEP-15 04.43.02.766000000 PM,"",19-SEP-15 04.43.02.766000000 PM
55019,3048,"20-09-2015","","",19-SEP-15 04.43.58.053000000 PM,"",19-SEP-15 04.43.58.053000000 PM
55020,3037,"20-09-2015","","",19-SEP-15 04.44.07.553000000 PM,"",19-SEP-15 04.44.07.553000000 PM
55021,3038,"20-09-2015","","",19-SEP-15 04.44.12.405000000 PM,"",19-SEP-15 04.44.12.405000000 PM
55022,3039,"20-09-2015","","",19-SEP-15 04.44.24.354000000 PM,"",19-SEP-15 04.44.24.354000000 PM
55023,3040,"20-09-2015","","",19-SEP-15 04.45.44.445000000 PM,"",19-SEP-15 04.45.44.445000000 PM
55024,3041,"20-09-2015","","",19-SEP-15 04.45.51.200000000 PM,"",19-SEP-15 04.45.51.200000000 PM
55025,3067,"20-09-2015","","",19-SEP-15 04.46.27.813000000 PM,"",19-SEP-15 04.46.27.813000000 PM
55026,2734,"20-09-2015","","",19-SEP-15 04.46.58.451000000 PM,"",19-SEP-15 04.46.58.451000000 PM
55027,2735,"20-09-2015","","",19-SEP-15 04.47.17.265000000 PM,"",19-SEP-15 04.47.17.265000000 PM
55028,2738,"20-09-2015","","",19-SEP-15 04.48.32.519000000 PM,"",19-SEP-15 04.48.32.519000000 PM
55029,2741,"20-09-2015","","",19-SEP-15 04.48.36.341000000 PM,"",19-SEP-15 04.48.36.341000000 PM
55030,2744,"20-09-2015","","",19-SEP-15 04.48.54.390000000 PM,"",19-SEP-15 04.48.54.390000000 PM
55031,2757,"20-09-2015","","",19-SEP-15 04.49.12.705000000 PM,"",19-SEP-15 04.49.12.705000000 PM
55032,2758,"20-09-2015","","",19-SEP-15 04.49.22.424000000 PM,"",19-SEP-15 04.49.22.424000000 PM
55033,2759,"20-09-2015","","",19-SEP-15 04.50.12.000000000 PM,"",19-SEP-15 04.50.12.000000000 PM
55034,2760,"20-09-2015","","",19-SEP-15 04.52.04.586000000 PM,"",19-SEP-15 04.52.04.586000000 PM
55035,2761,"20-09-2015","","",19-SEP-15 04.52.10.716000000 PM,"",19-SEP-15 04.52.10.716000000 PM
55036,2762,"20-09-2015","","",19-SEP-15 04.52.56.190000000 PM,"",19-SEP-15 04.52.56.190000000 PM
55037,2763,"20-09-2015","","",19-SEP-15 04.53.00.215000000 PM,"",19-SEP-15 04.53.00.215000000 PM
55038,2764,"20-09-2015","","",19-SEP-15 04.53.34.863000000 PM,"",19-SEP-15 04.53.34.863000000 PM
55039,2765,"20-09-2015","","",19-SEP-15 04.53.44.348000000 PM,"",19-SEP-15 04.53.44.348000000 PM
55040,2766,"20-09-2015","","",19-SEP-15 04.54.15.735000000 PM,"",19-SEP-15 04.54.15.735000000 PM
55041,2767,"20-09-2015","","",19-SEP-15 04.54.39.462000000 PM,"",19-SEP-15 04.54.39.462000000 PM
55042,2768,"20-09-2015","","",19-SEP-15 04.55.26.512000000 PM,"",19-SEP-15 04.55.26.512000000 PM
55043,2799,"20-09-2015","","",19-SEP-15 04.55.42.674000000 PM,"",19-SEP-15 04.55.42.674000000 PM
55045,2817,"20-09-2015","","",19-SEP-15 04.56.22.688000000 PM,"",19-SEP-15 04.56.22.688000000 PM
55046,2818,"20-09-2015","","",19-SEP-15 04.56.26.525000000 PM,"",19-SEP-15 04.56.26.525000000 PM
55047,2819,"20-09-2015","","",19-SEP-15 04.56.40.222000000 PM,"",19-SEP-15 04.56.40.222000000 PM
55048,2820,"20-09-2015","","",19-SEP-15 04.57.34.947000000 PM,"",19-SEP-15 04.57.34.947000000 PM
55049,2821,"20-09-2015","","",19-SEP-15 04.57.40.329000000 PM,"",19-SEP-15 04.57.40.329000000 PM
55050,2822,"20-09-2015","","",19-SEP-15 04.58.03.698000000 PM,"",19-SEP-15 04.58.03.698000000 PM
55051,2823,"20-09-2015","","",19-SEP-15 04.58.06.989000000 PM,"",19-SEP-15 04.58.06.989000000 PM
55052,2824,"20-09-2015","","",19-SEP-15 04.58.26.536000000 PM,"",19-SEP-15 04.58.26.536000000 PM
55053,2825,"20-09-2015","","",19-SEP-15 04.58.34.461000000 PM,"",19-SEP-15 04.58.34.461000000 PM
55054,2826,"20-09-2015","","",19-SEP-15 04.58.53.150000000 PM,"",19-SEP-15 04.58.53.150000000 PM
55055,2827,"20-09-2015","","",19-SEP-15 04.59.09.576000000 PM,"",19-SEP-15 04.59.09.576000000 PM
55056,2828,"20-09-2015","","",19-SEP-15 04.59.44.474000000 PM,"",19-SEP-15 04.59.44.474000000 PM
55057,2921,"20-09-2015","","",19-SEP-15 05.00.11.043000000 PM,"",19-SEP-15 05.00.11.043000000 PM
55135,2296,"22-09-2015","","",21-SEP-15 04.51.15.256000000 PM,"",21-SEP-15 04.51.15.256000000 PM
55136,2298,"22-09-2015","","",21-SEP-15 04.51.48.889000000 PM,"",21-SEP-15 04.51.48.889000000 PM
55137,2300,"22-09-2015","","",21-SEP-15 04.52.14.598000000 PM,"",21-SEP-15 04.52.14.598000000 PM
55138,2304,"22-09-2015","","",21-SEP-15 04.52.37.421000000 PM,"",21-SEP-15 04.52.37.421000000 PM
55149,2709,"22-09-2015","","",21-SEP-15 04.55.51.719000000 PM,"",21-SEP-15 04.55.51.719000000 PM
55150,2710,"22-09-2015","","",21-SEP-15 04.55.58.130000000 PM,"",21-SEP-15 04.55.58.130000000 PM
55151,2711,"22-09-2015","","",21-SEP-15 04.56.16.835000000 PM,"",21-SEP-15 04.56.16.835000000 PM
55152,2712,"22-09-2015","","",21-SEP-15 04.57.04.961000000 PM,"",21-SEP-15 04.57.04.961000000 PM
55153,2713,"22-09-2015","","",21-SEP-15 04.57.10.546000000 PM,"",21-SEP-15 04.57.10.546000000 PM
55154,2714,"22-09-2015","","",21-SEP-15 04.57.32.292000000 PM,"",21-SEP-15 04.57.32.292000000 PM
55155,2715,"22-09-2015","","",21-SEP-15 04.57.36.145000000 PM,"",21-SEP-15 04.57.36.145000000 PM
55156,2716,"22-09-2015","","",21-SEP-15 04.57.54.116000000 PM,"",21-SEP-15 04.57.54.116000000 PM
55157,2717,"22-09-2015","","",21-SEP-15 04.58.00.310000000 PM,"",21-SEP-15 04.58.00.310000000 PM
55158,2718,"22-09-2015","","",21-SEP-15 04.58.16.253000000 PM,"",21-SEP-15 04.58.16.253000000 PM
55159,2719,"22-09-2015","","",21-SEP-15 04.58.31.603000000 PM,"",21-SEP-15 04.58.31.603000000 PM
55160,2720,"22-09-2015","","",21-SEP-15 04.58.57.437000000 PM,"",21-SEP-15 04.58.57.437000000 PM
55162,2127,"22-09-2015","","",21-SEP-15 04.59.23.442000000 PM,"",21-SEP-15 04.59.23.442000000 PM
55163,2138,"22-09-2015","","",21-SEP-15 04.59.44.533000000 PM,"",21-SEP-15 04.59.44.533000000 PM
55165,3042,"22-09-2015","","",21-SEP-15 05.00.51.086000000 PM,"",21-SEP-15 05.00.51.086000000 PM
55166,3043,"22-09-2015","","",21-SEP-15 05.00.55.017000000 PM,"",21-SEP-15 05.00.55.017000000 PM
55167,3044,"22-09-2015","","",21-SEP-15 05.01.16.514000000 PM,"",21-SEP-15 05.01.16.514000000 PM
55168,3045,"22-09-2015","","",21-SEP-15 05.01.24.392000000 PM,"",21-SEP-15 05.01.24.392000000 PM
55169,3046,"22-09-2015","","",21-SEP-15 05.01.42.613000000 PM,"",21-SEP-15 05.01.42.613000000 PM
55170,3047,"22-09-2015","","",21-SEP-15 05.02.02.503000000 PM,"",21-SEP-15 05.02.02.503000000 PM
55171,3048,"22-09-2015","","",21-SEP-15 05.02.39.599000000 PM,"",21-SEP-15 05.02.39.599000000 PM
55172,3037,"22-09-2015","","",21-SEP-15 05.02.46.916000000 PM,"",21-SEP-15 05.02.46.916000000 PM
55173,3038,"22-09-2015","","",21-SEP-15 05.02.50.675000000 PM,"",21-SEP-15 05.02.50.675000000 PM
55174,3039,"22-09-2015","","",21-SEP-15 05.03.07.071000000 PM,"",21-SEP-15 05.03.07.071000000 PM
55175,3040,"22-09-2015","","",21-SEP-15 05.04.01.375000000 PM,"",21-SEP-15 05.04.01.375000000 PM
55176,3041,"22-09-2015","","",21-SEP-15 05.04.06.725000000 PM,"",21-SEP-15 05.04.06.725000000 PM
59069,3091,"15-11-2015","","",14-NOV-15 05.18.16.756000000 PM,"",14-NOV-15 05.18.16.756000000 PM
33580,1865,"28-01-2015","","",16-NOV-15 01.31.54.693230000 AM,"",16-NOV-15 01.31.54.693269000 AM
27589,1865,"29-11-2014","","",16-NOV-15 01.31.54.700809000 AM,"",16-NOV-15 01.31.54.700849000 AM
26787,1865,"21-11-2014","","",16-NOV-15 01.31.54.707087000 AM,"",16-NOV-15 01.31.54.707128000 AM
32004,1865,"09-01-2015","","",16-NOV-15 01.31.54.712709000 AM,"",16-NOV-15 01.31.54.712749000 AM
37218,1865,"05-03-2015","","",16-NOV-15 01.31.54.718674000 AM,"",16-NOV-15 01.31.54.718717000 AM
36930,1865,"02-03-2015","","",16-NOV-15 01.31.54.724021000 AM,"",16-NOV-15 01.31.54.724063000 AM
39442,1865,"29-03-2015","","",16-NOV-15 01.31.54.729717000 AM,"",16-NOV-15 01.31.54.729757000 AM
36020,1865,"20-02-2015","","",16-NOV-15 01.31.54.735292000 AM,"",16-NOV-15 01.31.54.735331000 AM
36198,1865,"22-02-2015","","",16-NOV-15 01.31.54.741071000 AM,"",16-NOV-15 01.31.54.741111000 AM
36378,1865,"24-02-2015","","",16-NOV-15 01.31.54.746378000 AM,"",16-NOV-15 01.31.54.746419000 AM
39354,1865,"28-03-2015","","",16-NOV-15 01.31.54.751560000 AM,"",16-NOV-15 01.31.54.751600000 AM
39530,1865,"30-03-2015","","",16-NOV-15 01.31.54.758207000 AM,"",16-NOV-15 01.31.54.758247000 AM
35913,1865,"19-02-2015","","",16-NOV-15 01.31.54.764287000 AM,"",16-NOV-15 01.31.54.764327000 AM
36470,1865,"25-02-2015","","",16-NOV-15 01.31.54.769894000 AM,"",16-NOV-15 01.31.54.769934000 AM
39646,1865,"31-03-2015","","",16-NOV-15 01.31.54.775978000 AM,"",16-NOV-15 01.31.54.776018000 AM
42721,1865,"02-05-2015","","",16-NOV-15 01.31.54.781500000 AM,"",16-NOV-15 01.31.54.781540000 AM
42843,1865,"03-05-2015","","",16-NOV-15 01.31.54.786868000 AM,"",16-NOV-15 01.31.54.786908000 AM
34855,1865,"09-02-2015","","",16-NOV-15 01.31.54.792409000 AM,"",16-NOV-15 01.31.54.792449000 AM
34361,1865,"04-02-2015","","",16-NOV-15 01.31.54.797877000 AM,"",16-NOV-15 01.31.54.797917000 AM
37932,1865,"12-03-2015","","",16-NOV-15 01.31.54.804106000 AM,"",16-NOV-15 01.31.54.804146000 AM
35301,1865,"13-02-2015","","",16-NOV-15 01.31.54.809566000 AM,"",16-NOV-15 01.31.54.809607000 AM
36108,1865,"21-02-2015","","",16-NOV-15 01.31.54.815017000 AM,"",16-NOV-15 01.31.54.815060000 AM
39006,1865,"24-03-2015","","",16-NOV-15 01.31.54.820818000 AM,"",16-NOV-15 01.31.54.820858000 AM
37114,1865,"04-03-2015","","",16-NOV-15 01.31.54.827839000 AM,"",16-NOV-15 01.31.54.827879000 AM
38362,1865,"17-03-2015","","",16-NOV-15 01.31.54.832997000 AM,"",16-NOV-15 01.31.54.833039000 AM
35194,1865,"12-02-2015","","",16-NOV-15 01.31.54.838155000 AM,"",16-NOV-15 01.31.54.838195000 AM
34467,1865,"05-02-2015","","",16-NOV-15 01.31.54.843888000 AM,"",16-NOV-15 01.31.54.843928000 AM
37022,1865,"03-03-2015","","",16-NOV-15 01.31.54.849376000 AM,"",16-NOV-15 01.31.54.849417000 AM
35515,1865,"15-02-2015","","",16-NOV-15 01.31.54.854742000 AM,"",16-NOV-15 01.31.54.854782000 AM
36288,1865,"23-02-2015","","",16-NOV-15 01.31.54.862053000 AM,"",16-NOV-15 01.31.54.862093000 AM
37419,1865,"07-03-2015","","",16-NOV-15 01.31.54.868490000 AM,"",16-NOV-15 01.31.54.868530000 AM
38808,1865,"21-03-2015","","",16-NOV-15 01.31.54.874691000 AM,"",16-NOV-15 01.31.54.874734000 AM
