"ID","FAMILY_ID","DR_DATE","DR_COMMENTS","LAST_UPDATED_BY","LAST_UPDATED_DATE","CREATED_BY","CREATED_DATE"
40150,1011,"05-04-2015","","",04-APR-15 05.13.58.552000000 PM,"",04-APR-15 05.13.58.552000000 PM
9924,1020,"16-01-2014","","",16-JAN-14 02.28.36.037000000 PM,"",16-JAN-14 02.28.36.037000000 PM
9925,1028,"16-01-2014","","",16-JAN-14 02.30.26.504000000 PM,"",16-JAN-14 02.30.26.504000000 PM
40151,1018,"05-04-2015","","",04-APR-15 05.14.34.650000000 PM,"",04-APR-15 05.14.34.650000000 PM
40152,1020,"05-04-2015","","",04-APR-15 05.16.12.337000000 PM,"",04-APR-15 05.16.12.337000000 PM
40153,1022,"05-04-2015","","",04-APR-15 05.16.47.328000000 PM,"",04-APR-15 05.16.47.328000000 PM
40154,1023,"05-04-2015","","",04-APR-15 05.16.52.195000000 PM,"",04-APR-15 05.16.52.195000000 PM
40155,1025,"05-04-2015","","",04-APR-15 05.17.20.072000000 PM,"",04-APR-15 05.17.20.072000000 PM
40156,1027,"05-04-2015","","",04-APR-15 05.17.52.348000000 PM,"",04-APR-15 05.17.52.348000000 PM
40157,1028,"05-04-2015","","",04-APR-15 05.18.18.260000000 PM,"",04-APR-15 05.18.18.260000000 PM
6787,608,"12-11-2013","","",11-NOV-13 06.57.45.361000000 PM,"",11-NOV-13 06.57.45.361000000 PM
40159,2127,"05-04-2015","","",04-APR-15 05.18.47.697000000 PM,"",04-APR-15 05.18.47.697000000 PM
6788,610,"12-11-2013","","",11-NOV-13 06.58.29.141000000 PM,"",11-NOV-13 06.58.29.141000000 PM
40160,2138,"05-04-2015","","",04-APR-15 05.19.17.119000000 PM,"",04-APR-15 05.19.17.119000000 PM
40161,2298,"06-04-2015","","",05-APR-15 04.55.06.314000000 PM,"",05-APR-15 04.55.06.314000000 PM
40162,2300,"06-04-2015","","",05-APR-15 04.55.28.980000000 PM,"",05-APR-15 04.55.28.980000000 PM
40163,2304,"06-04-2015","","",05-APR-15 04.55.48.902000000 PM,"",05-APR-15 04.55.48.902000000 PM
40179,1670,"06-04-2015","","",05-APR-15 05.02.30.820000000 PM,"",05-APR-15 05.02.30.820000000 PM
40181,607,"06-04-2015","","",05-APR-15 05.03.16.169000000 PM,"",05-APR-15 05.03.16.169000000 PM
40182,608,"06-04-2015","","",05-APR-15 05.03.19.196000000 PM,"",05-APR-15 05.03.19.196000000 PM
40183,610,"06-04-2015","","",05-APR-15 05.03.36.496000000 PM,"",05-APR-15 05.03.36.496000000 PM
50101,2734,"22-07-2015","","",21-JUL-15 05.04.20.576000000 PM,"",21-JUL-15 05.04.20.576000000 PM
40185,2049,"06-04-2015","","",05-APR-15 05.04.23.873000000 PM,"",05-APR-15 05.04.23.873000000 PM
40186,2050,"06-04-2015","","",05-APR-15 05.04.37.586000000 PM,"",05-APR-15 05.04.37.586000000 PM
40187,2051,"06-04-2015","","",05-APR-15 05.05.34.104000000 PM,"",05-APR-15 05.05.34.104000000 PM
40188,2052,"06-04-2015","","",05-APR-15 05.05.37.739000000 PM,"",05-APR-15 05.05.37.739000000 PM
40189,2053,"06-04-2015","","",05-APR-15 05.05.53.324000000 PM,"",05-APR-15 05.05.53.324000000 PM
40190,2055,"06-04-2015","","",05-APR-15 05.06.37.706000000 PM,"",05-APR-15 05.06.37.706000000 PM
10002,608,"20-01-2014","","",17-JAN-14 06.48.08.499000000 PM,"",17-JAN-14 06.48.08.499000000 PM
10003,610,"20-01-2014","","",17-JAN-14 06.48.25.675000000 PM,"",17-JAN-14 06.48.25.675000000 PM
50102,2735,"22-07-2015","","",21-JUL-15 05.04.52.883000000 PM,"",21-JUL-15 05.04.52.883000000 PM
40191,2056,"06-04-2015","","",05-APR-15 05.07.21.089000000 PM,"",05-APR-15 05.07.21.089000000 PM
50103,2737,"22-07-2015","","",21-JUL-15 05.06.30.383000000 PM,"",21-JUL-15 05.06.30.383000000 PM
40192,2057,"06-04-2015","","",05-APR-15 05.07.27.220000000 PM,"",05-APR-15 05.07.27.220000000 PM
40193,2058,"06-04-2015","","",05-APR-15 05.07.51.150000000 PM,"",05-APR-15 05.07.51.150000000 PM
40194,2059,"06-04-2015","","",05-APR-15 05.08.08.872000000 PM,"",05-APR-15 05.08.08.872000000 PM
40195,2060,"06-04-2015","","",05-APR-15 05.09.02.614000000 PM,"",05-APR-15 05.09.02.614000000 PM
50104,2738,"22-07-2015","","",21-JUL-15 05.06.57.496000000 PM,"",21-JUL-15 05.06.57.496000000 PM
50105,2741,"22-07-2015","","",21-JUL-15 05.07.01.739000000 PM,"",21-JUL-15 05.07.01.739000000 PM
50106,2757,"22-07-2015","","",21-JUL-15 05.07.25.904000000 PM,"",21-JUL-15 05.07.25.904000000 PM
50107,2758,"22-07-2015","","",21-JUL-15 05.07.37.323000000 PM,"",21-JUL-15 05.07.37.323000000 PM
50108,2759,"22-07-2015","","",21-JUL-15 05.08.11.362000000 PM,"",21-JUL-15 05.08.11.362000000 PM
50109,2760,"22-07-2015","","",21-JUL-15 05.10.24.134000000 PM,"",21-JUL-15 05.10.24.134000000 PM
50110,2761,"22-07-2015","","",21-JUL-15 05.10.35.179000000 PM,"",21-JUL-15 05.10.35.179000000 PM
50111,2762,"22-07-2015","","",21-JUL-15 05.11.52.508000000 PM,"",21-JUL-15 05.11.52.508000000 PM
50112,2763,"22-07-2015","","",21-JUL-15 05.11.56.813000000 PM,"",21-JUL-15 05.11.56.813000000 PM
40221,1909,"06-04-2015","","",05-APR-15 05.18.37.490000000 PM,"",05-APR-15 05.18.37.490000000 PM
40222,1912,"06-04-2015","","",05-APR-15 05.18.48.113000000 PM,"",05-APR-15 05.18.48.113000000 PM
40223,1913,"06-04-2015","","",05-APR-15 05.19.21.747000000 PM,"",05-APR-15 05.19.21.747000000 PM
40224,1914,"06-04-2015","","",05-APR-15 05.19.49.343000000 PM,"",05-APR-15 05.19.49.343000000 PM
6837,608,"13-11-2013","","",12-NOV-13 07.02.55.271000000 PM,"",12-NOV-13 07.02.55.271000000 PM
6838,610,"13-11-2013","","",12-NOV-13 07.03.36.725000000 PM,"",12-NOV-13 07.03.36.725000000 PM
10022,1011,"20-01-2014","","",17-JAN-14 06.57.52.285000000 PM,"",17-JAN-14 06.57.52.285000000 PM
40225,1916,"06-04-2015","","",05-APR-15 05.19.52.416000000 PM,"",05-APR-15 05.19.52.416000000 PM
40226,1917,"06-04-2015","","",05-APR-15 05.20.03.165000000 PM,"",05-APR-15 05.20.03.165000000 PM
40227,1918,"06-04-2015","","",05-APR-15 05.20.24.942000000 PM,"",05-APR-15 05.20.24.942000000 PM
10023,1018,"20-01-2014","","",17-JAN-14 06.58.24.048000000 PM,"",17-JAN-14 06.58.24.048000000 PM
40228,1920,"06-04-2015","","",05-APR-15 05.20.41.276000000 PM,"",05-APR-15 05.20.41.276000000 PM
12283,608,"07-03-2014","","",06-MAR-14 04.49.49.338000000 PM,"",06-MAR-14 04.49.49.338000000 PM
10024,1020,"20-01-2014","","",17-JAN-14 06.59.50.771000000 PM,"",17-JAN-14 06.59.50.771000000 PM
10025,1023,"20-01-2014","","",17-JAN-14 07.00.28.134000000 PM,"",17-JAN-14 07.00.28.134000000 PM
10026,1025,"20-01-2014","","",17-JAN-14 07.00.58.852000000 PM,"",17-JAN-14 07.00.58.852000000 PM
10027,1027,"20-01-2014","","",17-JAN-14 07.01.21.519000000 PM,"",17-JAN-14 07.01.21.519000000 PM
10028,1028,"20-01-2014","","",17-JAN-14 07.01.52.861000000 PM,"",17-JAN-14 07.01.52.861000000 PM
12284,610,"07-03-2014","","",06-MAR-14 04.50.43.799000000 PM,"",06-MAR-14 04.50.43.799000000 PM
40242,1011,"06-04-2015","","",05-APR-15 05.25.57.519000000 PM,"",05-APR-15 05.25.57.519000000 PM
40243,1018,"06-04-2015","","",05-APR-15 05.26.39.296000000 PM,"",05-APR-15 05.26.39.296000000 PM
40244,1020,"06-04-2015","","",05-APR-15 05.27.56.484000000 PM,"",05-APR-15 05.27.56.484000000 PM
42556,1670,"01-05-2015","","",30-APR-15 04.57.05.251000000 PM,"",30-APR-15 04.57.05.251000000 PM
23027,1011,"17-09-2014","","",16-SEP-14 05.01.48.138000000 PM,"",16-SEP-14 05.01.48.138000000 PM
40245,1022,"06-04-2015","","",05-APR-15 05.28.09.744000000 PM,"",05-APR-15 05.28.09.744000000 PM
40246,1023,"06-04-2015","","",05-APR-15 05.28.14.877000000 PM,"",05-APR-15 05.28.14.877000000 PM
40247,1025,"06-04-2015","","",05-APR-15 05.28.38.916000000 PM,"",05-APR-15 05.28.38.916000000 PM
40248,1027,"06-04-2015","","",05-APR-15 05.28.55.920000000 PM,"",05-APR-15 05.28.55.920000000 PM
40249,1028,"06-04-2015","","",05-APR-15 05.29.23.189000000 PM,"",05-APR-15 05.29.23.189000000 PM
40251,2127,"06-04-2015","","",05-APR-15 05.29.52.907000000 PM,"",05-APR-15 05.29.52.907000000 PM
40252,2138,"06-04-2015","","",05-APR-15 05.30.15.387000000 PM,"",05-APR-15 05.30.15.387000000 PM
40645,2298,"11-04-2015","","",10-APR-15 04.44.06.599000000 PM,"",10-APR-15 04.44.06.599000000 PM
40646,2300,"11-04-2015","","",10-APR-15 04.44.30.935000000 PM,"",10-APR-15 04.44.30.935000000 PM
40647,2304,"11-04-2015","","",10-APR-15 04.44.53.445000000 PM,"",10-APR-15 04.44.53.445000000 PM
23028,1018,"17-09-2014","","",16-SEP-14 05.02.51.304000000 PM,"",16-SEP-14 05.02.51.320000000 PM
23029,1020,"17-09-2014","","",16-SEP-14 05.03.55.329000000 PM,"",16-SEP-14 05.03.55.329000000 PM
23030,1022,"17-09-2014","","",16-SEP-14 05.04.09.697000000 PM,"",16-SEP-14 05.04.09.697000000 PM
40953,607,"14-04-2015","","",13-APR-15 04.42.36.381000000 PM,"",13-APR-15 04.42.36.381000000 PM
23031,1023,"17-09-2014","","",16-SEP-14 05.04.15.906000000 PM,"",16-SEP-14 05.04.15.906000000 PM
40954,608,"14-04-2015","","",13-APR-15 04.42.41.264000000 PM,"",13-APR-15 04.42.41.264000000 PM
40955,610,"14-04-2015","","",13-APR-15 04.43.10.545000000 PM,"",13-APR-15 04.43.10.545000000 PM
40957,2049,"14-04-2015","","",13-APR-15 04.44.00.886000000 PM,"",13-APR-15 04.44.00.886000000 PM
40958,2050,"14-04-2015","","",13-APR-15 04.44.16.611000000 PM,"",13-APR-15 04.44.16.611000000 PM
40959,2051,"14-04-2015","","",13-APR-15 04.45.33.800000000 PM,"",13-APR-15 04.45.33.800000000 PM
40960,2052,"14-04-2015","","",13-APR-15 04.45.47.496000000 PM,"",13-APR-15 04.45.47.496000000 PM
40961,2053,"14-04-2015","","",13-APR-15 04.46.05.093000000 PM,"",13-APR-15 04.46.05.093000000 PM
23033,1027,"17-09-2014","","",16-SEP-14 05.05.05.531000000 PM,"",16-SEP-14 05.05.05.531000000 PM
23032,1025,"17-09-2014","","",16-SEP-14 05.04.42.551000000 PM,"",16-SEP-14 05.04.42.551000000 PM
40962,2055,"14-04-2015","","",13-APR-15 04.46.34.577000000 PM,"",13-APR-15 04.46.34.577000000 PM
40963,2056,"14-04-2015","","",13-APR-15 04.46.54.857000000 PM,"",13-APR-15 04.46.54.857000000 PM
40964,2057,"14-04-2015","","",13-APR-15 04.47.01.518000000 PM,"",13-APR-15 04.47.01.518000000 PM
40965,2058,"14-04-2015","","",13-APR-15 04.47.21.642000000 PM,"",13-APR-15 04.47.21.642000000 PM
40966,2059,"14-04-2015","","",13-APR-15 04.47.42.624000000 PM,"",13-APR-15 04.47.42.624000000 PM
40967,2060,"14-04-2015","","",13-APR-15 04.48.17.381000000 PM,"",13-APR-15 04.48.17.381000000 PM
31992,2058,"09-01-2015","","",08-JAN-15 04.57.30.534000000 PM,"",08-JAN-15 04.57.30.534000000 PM
50113,2764,"22-07-2015","","",21-JUL-15 05.12.48.761000000 PM,"",21-JUL-15 05.12.48.761000000 PM
23034,1028,"17-09-2014","","",16-SEP-14 05.05.37.075000000 PM,"",16-SEP-14 05.05.37.075000000 PM
31993,2059,"09-01-2015","","",08-JAN-15 04.58.16.430000000 PM,"",08-JAN-15 04.58.16.430000000 PM
31994,2060,"09-01-2015","","",08-JAN-15 04.59.59.298000000 PM,"",08-JAN-15 04.59.59.298000000 PM
58208,1018,"06-11-2015","","",06-NOV-15 02.14.24.468000000 AM,"",06-NOV-15 02.14.24.468000000 AM
58209,1020,"06-11-2015","","",06-NOV-15 02.15.27.356000000 AM,"",06-NOV-15 02.15.27.356000000 AM
5810,608,"21-10-2013","","",18-OCT-13 06.42.14.139000000 PM,"",18-OCT-13 06.42.14.139000000 PM
5811,610,"21-10-2013","","",18-OCT-13 06.42.58.349000000 PM,"",18-OCT-13 06.42.58.349000000 PM
58210,1022,"06-11-2015","","",06-NOV-15 02.15.41.428000000 AM,"",06-NOV-15 02.15.41.428000000 AM
58211,1023,"06-11-2015","","",06-NOV-15 02.15.49.697000000 AM,"",06-NOV-15 02.15.49.697000000 AM
5263,608,"07-10-2013","","",04-OCT-13 06.50.03.029000000 PM,"",04-OCT-13 06.50.03.029000000 PM
5264,610,"07-10-2013","","",04-OCT-13 06.50.49.996000000 PM,"",04-OCT-13 06.50.49.996000000 PM
4181,608,"09-09-2013","","",06-SEP-13 06.15.36.570000000 PM,"",06-SEP-13 06.15.36.571000000 PM
58212,1025,"06-11-2015","","",06-NOV-15 02.16.11.960000000 AM,"",06-NOV-15 02.16.11.960000000 AM
58213,1027,"06-11-2015","","",06-NOV-15 02.16.33.427000000 AM,"",06-NOV-15 02.16.33.427000000 AM
58214,1028,"06-11-2015","","",06-NOV-15 02.17.00.354000000 AM,"",06-NOV-15 02.17.00.354000000 AM
58479,3277,"09-11-2015","","",09-NOV-15 12.15.46.234000000 PM,"",09-NOV-15 12.15.46.234000000 PM
58480,3278,"09-11-2015","","",09-NOV-15 12.15.53.800000000 PM,"",09-NOV-15 12.15.53.800000000 PM
4182,610,"09-09-2013","","",06-SEP-13 06.16.19.381000000 PM,"",06-SEP-13 06.16.19.381000000 PM
58481,3279,"09-11-2015","","",09-NOV-15 12.16.08.792000000 PM,"",09-NOV-15 12.16.08.792000000 PM
58482,3280,"09-11-2015","","",09-NOV-15 12.17.17.668000000 PM,"",09-NOV-15 12.17.17.668000000 PM
9945,608,"17-01-2014","","",16-JAN-14 06.50.25.924000000 PM,"",16-JAN-14 06.50.25.924000000 PM
20246,1011,"05-08-2014","","",04-AUG-14 05.33.55.392000000 PM,"",04-AUG-14 05.33.55.392000000 PM
58483,3281,"09-11-2015","","",09-NOV-15 12.17.21.022000000 PM,"",09-NOV-15 12.17.21.022000000 PM
50114,2765,"22-07-2015","","",21-JUL-15 05.12.58.527000000 PM,"",21-JUL-15 05.12.58.527000000 PM
50115,2766,"22-07-2015","","",21-JUL-15 05.13.36.482000000 PM,"",21-JUL-15 05.13.36.482000000 PM
50116,2767,"22-07-2015","","",21-JUL-15 05.14.03.641000000 PM,"",21-JUL-15 05.14.03.641000000 PM
50117,2768,"22-07-2015","","",21-JUL-15 05.15.08.506000000 PM,"",21-JUL-15 05.15.08.506000000 PM
58484,3282,"09-11-2015","","",09-NOV-15 12.17.50.912000000 PM,"",09-NOV-15 12.17.50.912000000 PM
9946,610,"17-01-2014","","",16-JAN-14 06.50.43.912000000 PM,"",16-JAN-14 06.50.43.912000000 PM
50119,2817,"22-07-2015","","",21-JUL-15 05.15.51.032000000 PM,"",21-JUL-15 05.15.51.032000000 PM
50120,2818,"22-07-2015","","",21-JUL-15 05.15.57.334000000 PM,"",21-JUL-15 05.15.57.334000000 PM
50121,2819,"22-07-2015","","",21-JUL-15 05.16.09.799000000 PM,"",21-JUL-15 05.16.09.799000000 PM
50122,2820,"22-07-2015","","",21-JUL-15 05.18.44.410000000 PM,"",21-JUL-15 05.18.44.410000000 PM
50123,2821,"22-07-2015","","",21-JUL-15 05.18.52.959000000 PM,"",21-JUL-15 05.18.52.959000000 PM
50124,2822,"22-07-2015","","",21-JUL-15 05.20.23.517000000 PM,"",21-JUL-15 05.20.23.517000000 PM
58485,3283,"09-11-2015","","",09-NOV-15 12.17.52.862000000 PM,"",09-NOV-15 12.17.52.862000000 PM
58486,3284,"09-11-2015","","",09-NOV-15 12.18.16.418000000 PM,"",09-NOV-15 12.18.16.418000000 PM
58487,3285,"09-11-2015","","",09-NOV-15 12.18.22.393000000 PM,"",09-NOV-15 12.18.22.393000000 PM
40993,1909,"14-04-2015","","",13-APR-15 05.01.01.360000000 PM,"",13-APR-15 05.01.01.360000000 PM
40994,1912,"14-04-2015","","",13-APR-15 05.01.12.358000000 PM,"",13-APR-15 05.01.12.358000000 PM
40995,1913,"14-04-2015","","",13-APR-15 05.01.46.725000000 PM,"",13-APR-15 05.01.46.725000000 PM
40996,1914,"14-04-2015","","",13-APR-15 05.02.32.402000000 PM,"",13-APR-15 05.02.32.402000000 PM
40997,1916,"14-04-2015","","",13-APR-15 05.02.36.192000000 PM,"",13-APR-15 05.02.36.192000000 PM
20247,1018,"05-08-2014","","",04-AUG-14 05.37.27.152000000 PM,"",04-AUG-14 05.37.27.152000000 PM
40998,1917,"14-04-2015","","",13-APR-15 05.02.50.388000000 PM,"",13-APR-15 05.02.50.388000000 PM
40999,1918,"14-04-2015","","",13-APR-15 05.03.12.603000000 PM,"",13-APR-15 05.03.12.603000000 PM
41000,1920,"14-04-2015","","",13-APR-15 05.03.29.092000000 PM,"",13-APR-15 05.03.29.092000000 PM
58488,3286,"09-11-2015","","",09-NOV-15 12.18.46.496000000 PM,"",09-NOV-15 12.18.46.496000000 PM
41014,1011,"14-04-2015","","",13-APR-15 05.09.15.864000000 PM,"",13-APR-15 05.09.15.864000000 PM
41015,1018,"14-04-2015","","",13-APR-15 05.09.59.420000000 PM,"",13-APR-15 05.09.59.420000000 PM
20248,1020,"05-08-2014","","",04-AUG-14 05.38.45.762000000 PM,"",04-AUG-14 05.38.45.762000000 PM
20249,1022,"05-08-2014","","",04-AUG-14 05.38.59.584000000 PM,"",04-AUG-14 05.38.59.584000000 PM
41016,1020,"14-04-2015","","",13-APR-15 05.11.03.567000000 PM,"",13-APR-15 05.11.03.567000000 PM
41017,1022,"14-04-2015","","",13-APR-15 05.11.16.702000000 PM,"",13-APR-15 05.11.16.702000000 PM
20250,1023,"05-08-2014","","",04-AUG-14 05.39.25.965000000 PM,"",04-AUG-14 05.39.25.965000000 PM
20251,1025,"05-08-2014","","",04-AUG-14 05.40.06.588000000 PM,"",04-AUG-14 05.40.06.588000000 PM
41018,1023,"14-04-2015","","",13-APR-15 05.11.29.291000000 PM,"",13-APR-15 05.11.29.291000000 PM
41019,1025,"14-04-2015","","",13-APR-15 05.11.52.785000000 PM,"",13-APR-15 05.11.52.785000000 PM
15078,608,"01-05-2014","","",30-APR-14 04.57.48.233000000 PM,"",30-APR-14 04.57.48.233000000 PM
41020,1027,"14-04-2015","","",13-APR-15 05.12.09.820000000 PM,"",13-APR-15 05.12.09.820000000 PM
4245,608,"10-09-2013","","",09-SEP-13 06.31.12.977000000 PM,"",09-SEP-13 06.31.12.977000000 PM
4246,610,"10-09-2013","","",09-SEP-13 06.31.53.348000000 PM,"",09-SEP-13 06.31.53.348000000 PM
41021,1028,"14-04-2015","","",13-APR-15 05.12.36.917000000 PM,"",13-APR-15 05.12.36.917000000 PM
41023,2127,"14-04-2015","","",13-APR-15 05.13.08.570000000 PM,"",13-APR-15 05.13.08.570000000 PM
5311,608,"08-10-2013","","",07-OCT-13 06.56.35.714000000 PM,"",07-OCT-13 06.56.35.714000000 PM
5312,610,"08-10-2013","","",07-OCT-13 06.57.16.991000000 PM,"",07-OCT-13 06.57.16.991000000 PM
41024,2138,"14-04-2015","","",13-APR-15 05.13.35.386000000 PM,"",13-APR-15 05.13.35.386000000 PM
20252,1027,"05-08-2014","","",04-AUG-14 05.40.32.797000000 PM,"",04-AUG-14 05.40.32.797000000 PM
20253,1028,"05-08-2014","","",04-AUG-14 05.41.11.767000000 PM,"",04-AUG-14 05.41.11.767000000 PM
15079,610,"01-05-2014","","",30-APR-14 04.58.06.298000000 PM,"",30-APR-14 04.58.06.298000000 PM
58489,3287,"09-11-2015","","",09-NOV-15 12.19.03.172000000 PM,"",09-NOV-15 12.19.03.172000000 PM
41896,2298,"24-04-2015","","",23-APR-15 04.47.05.924000000 PM,"",23-APR-15 04.47.05.924000000 PM
58490,3288,"09-11-2015","","",09-NOV-15 12.19.14.108000000 PM,"",09-NOV-15 12.19.14.108000000 PM
58593,3116,"10-11-2015","","",09-NOV-15 05.17.34.757000000 PM,"",09-NOV-15 05.17.34.773000000 PM
41897,2300,"24-04-2015","","",23-APR-15 04.47.32.023000000 PM,"",23-APR-15 04.47.32.023000000 PM
58594,3117,"10-11-2015","","",09-NOV-15 05.17.42.916000000 PM,"",09-NOV-15 05.17.42.916000000 PM
41898,2304,"24-04-2015","","",23-APR-15 04.47.58.637000000 PM,"",23-APR-15 04.47.58.637000000 PM
39881,1028,"02-04-2015","","",01-APR-15 05.34.43.231000000 PM,"",01-APR-15 05.34.43.231000000 PM
41916,1670,"24-04-2015","","",23-APR-15 04.54.56.673000000 PM,"",23-APR-15 04.54.56.673000000 PM
32008,1909,"09-01-2015","","",08-JAN-15 05.08.41.951000000 PM,"",08-JAN-15 05.08.41.951000000 PM
41921,607,"24-04-2015","","",23-APR-15 04.58.12.844000000 PM,"",23-APR-15 04.58.12.844000000 PM
41922,608,"24-04-2015","","",23-APR-15 04.58.16.261000000 PM,"",23-APR-15 04.58.16.261000000 PM
41923,610,"24-04-2015","","",23-APR-15 04.58.34.435000000 PM,"",23-APR-15 04.58.34.435000000 PM
41927,2049,"24-04-2015","","",23-APR-15 05.00.48.097000000 PM,"",23-APR-15 05.00.48.097000000 PM
41928,2050,"24-04-2015","","",23-APR-15 05.01.06.926000000 PM,"",23-APR-15 05.01.06.926000000 PM
41929,2051,"24-04-2015","","",23-APR-15 05.02.03.570000000 PM,"",23-APR-15 05.02.03.570000000 PM
41930,2052,"24-04-2015","","",23-APR-15 05.02.07.875000000 PM,"",23-APR-15 05.02.07.875000000 PM
32009,1910,"09-01-2015","","",08-JAN-15 05.09.03.261000000 PM,"",08-JAN-15 05.09.03.261000000 PM
41931,2053,"24-04-2015","","",23-APR-15 05.02.25.722000000 PM,"",23-APR-15 05.02.25.722000000 PM
41932,2055,"24-04-2015","","",23-APR-15 05.02.54.645000000 PM,"",23-APR-15 05.02.54.645000000 PM
4796,608,"24-09-2013","","",23-SEP-13 06.52.29.573000000 PM,"",23-SEP-13 06.52.29.573000000 PM
4797,610,"24-09-2013","","",23-SEP-13 06.53.10.621000000 PM,"",23-SEP-13 06.53.10.621000000 PM
41933,2056,"24-04-2015","","",23-APR-15 05.03.19.823000000 PM,"",23-APR-15 05.03.19.823000000 PM
41934,2057,"24-04-2015","","",23-APR-15 05.03.26.672000000 PM,"",23-APR-15 05.03.26.672000000 PM
32010,1912,"09-01-2015","","",08-JAN-15 05.10.45.068000000 PM,"",08-JAN-15 05.10.45.068000000 PM
32011,1913,"09-01-2015","","",08-JAN-15 05.11.05.754000000 PM,"",08-JAN-15 05.11.05.754000000 PM
32012,1914,"09-01-2015","","",08-JAN-15 05.11.50.714000000 PM,"",08-JAN-15 05.11.50.714000000 PM
41935,2058,"24-04-2015","","",23-APR-15 05.03.52.458000000 PM,"",23-APR-15 05.03.52.458000000 PM
32013,1916,"09-01-2015","","",08-JAN-15 05.11.53.756000000 PM,"",08-JAN-15 05.11.53.756000000 PM
32014,1917,"09-01-2015","","",08-JAN-15 05.12.02.164000000 PM,"",08-JAN-15 05.12.02.164000000 PM
32015,1918,"09-01-2015","","",08-JAN-15 05.12.26.079000000 PM,"",08-JAN-15 05.12.26.079000000 PM
41936,2059,"24-04-2015","","",23-APR-15 05.04.16.545000000 PM,"",23-APR-15 05.04.16.545000000 PM
41937,2060,"24-04-2015","","",23-APR-15 05.04.55.420000000 PM,"",23-APR-15 05.04.55.420000000 PM
39880,1027,"02-04-2015","","",01-APR-15 05.34.16.867000000 PM,"",01-APR-15 05.34.16.867000000 PM
39883,2127,"02-04-2015","","",01-APR-15 05.35.29.236000000 PM,"",01-APR-15 05.35.29.236000000 PM
39884,2138,"02-04-2015","","",01-APR-15 05.36.00.015000000 PM,"",01-APR-15 05.36.00.015000000 PM
40835,2298,"13-04-2015","","",12-APR-15 05.04.06.718000000 PM,"",12-APR-15 05.04.06.718000000 PM
40836,2300,"13-04-2015","","",12-APR-15 05.04.30.726000000 PM,"",12-APR-15 05.04.30.726000000 PM
40837,2304,"13-04-2015","","",12-APR-15 05.04.50.164000000 PM,"",12-APR-15 05.04.50.164000000 PM
33567,2056,"28-01-2015","","",27-JAN-15 05.27.29.096000000 PM,"",27-JAN-15 05.27.29.096000000 PM
50863,2851,"02-08-2015","","",01-AUG-15 05.13.42.650000000 PM,"",01-AUG-15 05.13.42.650000000 PM
5014,608,"30-09-2013","","",27-SEP-13 06.49.13.432000000 PM,"",27-SEP-13 06.49.13.432000000 PM
5015,610,"30-09-2013","","",27-SEP-13 06.49.53.131000000 PM,"",27-SEP-13 06.49.53.131000000 PM
50864,2852,"02-08-2015","","",01-AUG-15 05.14.08.889000000 PM,"",01-AUG-15 05.14.08.889000000 PM
32016,1920,"09-01-2015","","",08-JAN-15 05.12.42.631000000 PM,"",08-JAN-15 05.12.42.631000000 PM
50865,2853,"02-08-2015","","",01-AUG-15 05.14.16.611000000 PM,"",01-AUG-15 05.14.16.611000000 PM
40854,1670,"13-04-2015","","",12-APR-15 05.11.55.513000000 PM,"",12-APR-15 05.11.55.513000000 PM
50866,2854,"02-08-2015","","",01-AUG-15 05.14.35.940000000 PM,"",01-AUG-15 05.14.35.940000000 PM
33555,607,"28-01-2015","","",27-JAN-15 05.21.46.627000000 PM,"",27-JAN-15 05.21.46.627000000 PM
50867,2855,"02-08-2015","","",01-AUG-15 05.14.54.441000000 PM,"",01-AUG-15 05.14.54.441000000 PM
33556,608,"28-01-2015","","",27-JAN-15 05.21.52.633000000 PM,"",27-JAN-15 05.21.52.633000000 PM
33557,610,"28-01-2015","","",27-JAN-15 05.22.33.084000000 PM,"",27-JAN-15 05.22.33.084000000 PM
50868,2856,"02-08-2015","","",01-AUG-15 05.15.38.730000000 PM,"",01-AUG-15 05.15.38.730000000 PM
40858,607,"13-04-2015","","",12-APR-15 05.14.17.661000000 PM,"",12-APR-15 05.14.17.661000000 PM
40859,608,"13-04-2015","","",12-APR-15 05.14.21.030000000 PM,"",12-APR-15 05.14.21.030000000 PM
40860,610,"13-04-2015","","",12-APR-15 05.14.59.297000000 PM,"",12-APR-15 05.14.59.297000000 PM
33560,2049,"28-01-2015","","",27-JAN-15 05.24.45.186000000 PM,"",27-JAN-15 05.24.45.186000000 PM
33561,2050,"28-01-2015","","",27-JAN-15 05.25.13.266000000 PM,"",27-JAN-15 05.25.13.266000000 PM
33562,2051,"28-01-2015","","",27-JAN-15 05.26.10.113000000 PM,"",27-JAN-15 05.26.10.113000000 PM
50869,2921,"02-08-2015","","",01-AUG-15 05.15.54.127000000 PM,"",01-AUG-15 05.15.54.127000000 PM
40862,2049,"13-04-2015","","",12-APR-15 05.16.03.179000000 PM,"",12-APR-15 05.16.03.179000000 PM
40863,2050,"13-04-2015","","",12-APR-15 05.16.17.328000000 PM,"",12-APR-15 05.16.17.328000000 PM
40864,2051,"13-04-2015","","",12-APR-15 05.17.13.239000000 PM,"",12-APR-15 05.17.13.239000000 PM
40865,2052,"13-04-2015","","",12-APR-15 05.17.18.075000000 PM,"",12-APR-15 05.17.18.075000000 PM
